-2.40132,-0.00650436,
-2.12500,-0.00792151,
-1.76974,-0.00886628,
-1.49342,-0.0107558,
-1.15789,-0.0126453,
-0.822368,-0.0150073,
-0.546053,-0.0173692,
-0.269737,-0.0197311,
-0.190789,-0.0220930,
-0.0921053,-0.0239826,
-0.0526316,-0.0258721,
-0.0131579,-0.0291788,
0.440789,-0.0320131,
0.756579,-0.0339026,
1.13158,-0.0343750,
1.52632,-0.0372093,
1.94079,-0.0400436,
2.23684,-0.0428779,
2.51316,-0.0447674,
2.71053,-0.0452398,
2.94737,-0.0419331,
3.08553,-0.0386265,
3.22368,-0.0348474,
3.36184,-0.0287064,
3.50000,-0.0225654,
3.67763,-0.0121730,
3.87500,0.00247093,
4.15132,0.0237282,
4.50658,0.0520712,
4.82237,0.0756904,
5.13816,0.0983648,
5.41447,0.118205,
5.71053,0.135683,
6.02632,0.149855,
6.26316,0.161192,
6.67763,0.176308,
6.87500,0.182449,
7.09211,0.189063,
7.28947,0.193786,
7.50658,0.198510,
7.82237,0.203706,
8.13816,0.207958,
8.51316,0.211737,
8.90790,0.215044,
9.40132,0.217406,
9.95395,0.219767,
10.4671,0.221657,
11.0197,0.222129,
11.8684,0.223074,
12.7171,0.223547,
13.4474,0.224491,
14.2763,0.225436,
15.0855,0.225908,
16.0132,0.226853,
16.8816,0.226853,
17.7303,0.227798,
18.6184,0.228743,
19.2500,0.230160,
19.7039,0.230632,
20,0.230632,
